0, value, target
22855,746.649,748.889
22856,746.679,748.919
22857,746.649,748.889
22858,746.695,748.935
22859,746.667,748.907
22860,746.64,748.88
22861,746.641,748.881
22862,746.637,748.877
22863,746.632,748.872
22864,746.668,748.908
22865,746.653,748.893
22866,746.627,748.867
22867,746.601,748.841
22868,746.586,748.826
22869,746.623,748.863
22870,746.661,748.901
22871,746.698,748.938
22872,746.736,748.976
22873,746.736,748.976
22874,746.735,748.976
22875,746.735,748.975
22876,746.735,748.975
22877,746.735,748.975
22878,746.734,748.974
22879,746.772,749.012
22880,746.81,749.05
22881,746.831,749.071
22882,746.837,749.077
22883,746.866,749.107
22884,746.885,749.126
22885,746.905,749.146
22886,746.925,749.166
22887,746.945,749.186
22888,746.965,749.206
22889,746.985,749.226
22890,747.005,749.247
22891,747.06,749.301
22892,747.121,749.363
22893,747.182,749.424
22894,747.203,749.444
22895,747.223,749.465
22896,747.232,749.474
22897,747.252,749.494
22898,747.272,749.514
22899,747.292,749.534
22900,747.309,749.551
22901,747.327,749.568
22902,747.344,749.586
22903,747.361,749.603
22904,747.378,749.62
22905,747.395,749.637
22906,747.412,749.654
22907,747.429,749.671
22908,747.446,749.688
22909,747.463,749.705
22910,747.479,749.722
22911,747.49,749.733
22912,747.501,749.744
22913,747.489,749.732
22914,747.489,749.732
22915,747.489,749.732
22916,747.489,749.732
22917,747.489,749.732
22918,747.489,749.732
22919,747.489,749.732
22920,747.489,749.732
22921,747.489,749.732
22922,747.489,749.732
22923,747.489,749.732
22924,747.489,749.732
22925,747.489,749.732
22926,747.492,749.734
22927,747.486,749.728
22928,747.421,749.663
22929,747.358,749.6
22930,747.295,749.537
22931,747.245,749.487
22932,747.178,749.42
22933,747.112,749.353
22934,747.002,749.243
22935,746.888,749.128
22936,746.779,749.02
22937,746.671,748.911
22938,746.563,748.802
22939,746.454,748.694
22940,746.346,748.585
22941,746.231,748.469
22942,746.105,748.343
22943,745.988,748.226
22944,745.88,748.117
22945,745.691,747.928
22946,745.502,747.738
22947,745.392,747.628
22948,745.283,747.519
22949,745.175,747.41
22950,745.066,747.301
22951,745.016,747.251
22952,744.916,747.151
22953,744.866,747.101
22954,744.816,747.051
22955,744.766,747.001
22956,744.658,746.892
22957,744.546,746.78
22958,744.494,746.728
22959,744.44,746.674
22960,744.387,746.62
22961,744.32,746.553
22962,744.27,746.503
22963,744.22,746.453
22964,744.213,746.446
22965,744.211,746.444
22966,744.203,746.435
22967,744.194,746.427
22968,744.186,746.419
22969,744.178,746.41
22970,744.17,746.402
22971,744.168,746.401
22972,744.177,746.41
22973,744.177,746.41
22974,744.235,746.468
22975,744.374,746.607
22976,744.528,746.762
22977,744.603,746.837
22978,744.678,746.912
22979,744.751,746.986
22980,744.824,747.059
22981,744.838,747.073
22982,744.902,747.137
22983,744.917,747.151
22984,744.931,747.165
22985,744.945,747.179
22986,745.025,747.26
22987,745.104,747.34
22988,745.115,747.35
22989,745.195,747.43
22990,745.274,747.51
22991,745.355,747.591
22992,745.366,747.602
22993,745.4,747.636
22994,745.433,747.669
22995,745.466,747.703
22996,745.5,747.736
22997,745.533,747.77
22998,745.566,747.803
22999,745.6,747.836
23000,745.633,747.87
23001,745.646,747.883
23002,745.656,747.893
23003,745.66,747.897
23004,745.561,747.797
23005,745.461,747.697
23006,745.345,747.581
23007,745.296,747.532
23008,745.247,747.483
23009,745.198,747.434
23010,745.15,747.386
23011,745.074,747.309
23012,745.026,747.261
23013,744.978,747.213
23014,744.899,747.134
23015,744.82,747.055
23016,744.76,746.995
23017,744.681,746.915
23018,744.69,746.924
23019,744.63,746.864
23020,744.549,746.782
23021,744.466,746.699
23022,744.432,746.666
23023,744.393,746.626
23024,744.342,746.575
23025,744.302,746.535
23026,744.262,746.495
23027,744.222,746.455
23028,744.208,746.441
23029,744.195,746.427
23030,744.181,746.413
23031,744.162,746.394
23032,744.146,746.379
23033,744.138,746.37
23034,744.166,746.399
23035,744.208,746.44
23036,744.249,746.482
23037,744.225,746.458
23038,744.2,746.433
23039,744.175,746.408
23040,744.151,746.383
23041,744.154,746.387
23042,744.13,746.363
23043,744.106,746.338
23044,744.112,746.344
23045,744.119,746.351
23046,744.105,746.337
23047,744.111,746.343
23048,744.111,746.344
23049,744.125,746.357
23050,744.16,746.392
23051,744.195,746.427
23052,744.25,746.483
23053,744.289,746.522
23054,744.318,746.551
23055,744.336,746.569
23056,744.376,746.609
23057,744.415,746.649
23058,744.429,746.662
23059,744.463,746.696
23060,744.51,746.743
23061,744.583,746.816
23062,744.67,746.904
23063,744.696,746.93
23064,744.707,746.941
23065,744.749,746.983
23066,744.79,747.025
23067,744.832,747.067
23068,744.874,747.108
23069,744.915,747.15
23070,744.957,747.192
23071,744.962,747.197
23072,744.971,747.206
23073,744.972,747.207
23074,744.972,747.207
23075,744.973,747.208
23076,744.978,747.213
23077,744.985,747.22
23078,744.978,747.213
23079,744.978,747.213
23080,744.978,747.213
23081,744.979,747.213
23082,744.96,747.195
23083,744.944,747.179
23084,744.966,747.201
23085,744.988,747.223
23086,744.974,747.209
23087,744.974,747.209
23088,744.974,747.209
23089,744.954,747.189
23090,744.921,747.156
23091,744.887,747.122
23092,744.838,747.073
23093,744.851,747.085
23094,744.877,747.112
23095,744.859,747.093
23096,744.84,747.075
23097,744.817,747.052
23098,744.794,747.028
23099,744.749,746.984
23100,744.705,746.939
23101,744.716,746.95
23102,744.684,746.918
23103,744.662,746.896
23104,744.639,746.873
23105,744.597,746.83
23106,744.529,746.762
23107,744.45,746.683
23108,744.352,746.585
23109,744.234,746.467
23110,744.187,746.42
23111,744.141,746.373
23112,744.114,746.346
23113,744.082,746.314
23114,743.997,746.229
23115,743.921,746.153
23116,743.86,746.092
23117,743.767,745.999
23118,743.692,745.923
23119,743.616,745.847
23120,743.568,745.799
23121,743.52,745.751
23122,743.472,745.703
23123,743.425,745.655
23124,743.364,745.594
23125,743.318,745.548
23126,743.259,745.489
23127,743.204,745.434
23128,743.149,745.379
23129,743.116,745.346
23130,743.083,745.312
23131,743.031,745.26
23132,743.019,745.248
23133,743.008,745.237
23134,742.996,745.225
23135,742.974,745.203
23136,743.005,745.234
23137,743.046,745.275
23138,743.106,745.335
23139,743.165,745.394
23140,743.153,745.383
23141,743.141,745.371
23142,743.129,745.358
23143,743.118,745.347
23144,743.144,745.374
23145,743.161,745.391
23146,743.17,745.399
23147,743.204,745.434
23148,743.221,745.451
23149,743.238,745.468
23150,743.22,745.45
23151,743.209,745.439
23152,743.199,745.428
23153,743.188,745.418
23154,743.19,745.42
23155,743.18,745.409
23156,743.182,745.412
23157,743.184,745.414
23158,743.187,745.416
23159,743.235,745.465
23160,743.284,745.514
23161,743.362,745.592
23162,743.408,745.639
23163,743.455,745.685
23164,743.501,745.731
23165,743.577,745.807
23166,743.624,745.855
23167,743.673,745.904
23168,743.723,745.954
23169,743.773,746.004
23170,743.816,746.047
23171,743.859,746.091
23172,743.91,746.141
23173,743.956,746.188
23174,744.002,746.234
23175,744.048,746.28
23176,744.103,746.335
23177,744.153,746.385
23178,744.203,746.435
23179,744.253,746.485
23180,744.31,746.543
23181,744.36,746.593
23182,744.411,746.644
23183,744.461,746.694
23184,744.511,746.745
23185,744.562,746.795
23186,744.612,746.846
23187,744.662,746.896
23188,744.713,746.947
23189,744.717,746.951
23190,744.721,746.955
23191,744.695,746.929
23192,744.7,746.934
23193,744.704,746.938
23194,744.733,746.967
23195,744.762,746.996
23196,744.79,747.024
23197,744.817,747.051
23198,744.844,747.078
23199,744.87,747.104
23200,744.902,747.137
23201,744.935,747.17
23202,744.961,747.196
23203,744.991,747.226
23204,745.02,747.255
23205,745.05,747.285
23206,745.08,747.315
23207,745.106,747.341
23208,745.132,747.367
23209,745.132,747.367
23210,745.157,747.393
23211,745.183,747.419
23212,745.209,747.444
23213,745.189,747.425
23214,745.189,747.424
23215,745.201,747.437
23216,745.214,747.45
23217,745.269,747.505
23218,745.287,747.523
23219,745.313,747.549
23220,745.369,747.605
23221,745.426,747.662
23222,745.482,747.719
23223,745.513,747.75
23224,745.544,747.78
23225,745.574,747.811
23226,745.605,747.842
23227,745.636,747.873
23228,745.666,747.903
23229,745.697,747.934
23230,745.73,747.967
23231,745.762,748
23232,745.714,747.951
23233,745.744,747.982
23234,745.774,748.012
23235,745.804,748.042
23236,745.837,748.074
23237,745.87,748.107
23238,745.902,748.14
23239,745.961,748.199
23240,745.994,748.232
23241,746.026,748.265
23242,746.059,748.297
23243,746.137,748.375
23244,746.196,748.434
23245,746.242,748.48
23246,746.287,748.526
23247,746.291,748.529
23248,746.331,748.57
23249,746.363,748.602
23250,746.365,748.604
23251,746.367,748.607
23252,746.369,748.609
23253,746.397,748.636
23254,746.447,748.686
23255,746.497,748.737
23256,746.547,748.787
23257,746.597,748.836
23258,746.646,748.886
23259,746.696,748.936
23260,746.743,748.983
23261,746.79,749.031
23262,746.919,749.159
23263,746.969,749.21
23264,747.019,749.26
23265,747.069,749.31
23266,747.117,749.358
23267,747.164,749.405
23268,747.211,749.453
23269,747.259,749.501
23270,747.306,749.548
23271,747.354,749.596
23272,747.401,749.644
23273,747.445,749.688
23274,747.505,749.747
23275,747.564,749.807
23276,747.598,749.841
23277,747.631,749.874
23278,747.691,749.934
23279,747.75,749.994
23280,747.81,750.054
23281,747.87,750.113
23282,747.936,750.18
23283,747.996,750.24
23284,748.008,750.252
23285,748.02,750.264
23286,748.033,750.277
23287,748.052,750.296
23288,748.071,750.315
23289,748.09,750.335
23290,748.11,750.354
23291,748.129,750.373
23292,748.148,750.392
23293,748.167,750.412
23294,748.186,750.431
23295,748.206,750.45
23296,748.225,750.469
23297,748.244,750.489
23298,748.263,750.508
23299,748.282,750.527
23300,748.302,750.546
23301,748.321,750.566
23302,748.34,750.585
23303,748.363,750.608
23304,748.37,750.615
23305,748.377,750.622
23306,748.41,750.655
23307,748.444,750.689
23308,748.451,750.696
23309,748.458,750.703
23310,748.465,750.71
23311,748.472,750.717
23312,748.472,750.717
23313,748.479,750.724
23314,748.486,750.731
23315,748.493,750.738
23316,748.5,750.745
23317,748.5,750.745
23318,748.5,750.745
23319,748.5,750.745
23320,748.5,750.745
23321,748.5,750.746
23322,748.5,750.746
23323,748.5,750.746
23324,748.5,750.746
23325,748.5,750.746
23326,748.5,750.746
23327,748.5,750.746
23328,748.5,750.746
23329,748.5,750.746
23330,748.5,750.746
23331,748.5,750.746
23332,748.5,750.746
23333,748.5,750.746
23334,748.5,750.746
23335,748.5,750.746
23336,748.5,750.746
23337,748.5,750.746
23338,748.5,750.746
23339,748.5,750.746
23340,748.5,750.746
23341,748.5,750.746
23342,748.5,750.746
23343,748.5,750.746
23344,748.5,750.746
23345,748.5,750.746
23346,748.5,750.746
23347,748.5,750.746
23348,748.5,750.746
23349,748.5,750.746
23350,748.5,750.746
23351,748.5,750.746
23352,748.5,750.746
23353,748.463,750.708
23354,748.463,750.708
23355,748.467,750.713
23356,748.472,750.717
23357,748.476,750.721
23358,748.479,750.725
23359,748.483,750.728
23360,748.485,750.731
23361,748.488,750.734
23362,748.493,750.738
23363,748.497,750.742
23364,748.509,750.754
23365,748.478,750.724
23366,748.49,750.735
23367,748.502,750.747
23368,748.513,750.758
23369,748.524,750.769
23370,748.536,750.781
23371,748.548,750.793
23372,748.522,750.768
23373,748.505,750.751
23374,748.517,750.762
23375,748.528,750.774
23376,748.539,750.785
23377,748.551,750.797
23378,748.563,750.809
23379,748.575,750.821
23380,748.587,750.833
23381,748.599,750.845
23382,748.611,750.857
23383,748.66,750.906
23384,748.672,750.918
23385,748.68,750.926
23386,748.688,750.934
23387,748.695,750.941
23388,748.704,750.95
23389,748.713,750.959
23390,748.722,750.968
23391,748.731,750.977
23392,748.739,750.985
23393,748.748,750.994
23394,748.752,750.999
23395,748.81,751.056
23396,748.825,751.071
23397,748.84,751.086
23398,748.855,751.102
23399,748.877,751.124
23400,748.899,751.145
23401,748.932,751.179
23402,749.003,751.25
23403,749.065,751.312
23404,749.099,751.346
23405,749.133,751.38
23406,749.167,751.415
23407,749.2,751.448
23408,749.177,751.425
23409,749.211,751.458
23410,749.244,751.492
23411,749.277,751.525
23412,749.31,751.558
23413,749.344,751.592
23414,749.377,751.625
23415,749.41,751.659
23416,749.444,751.692
23417,749.477,751.726
23418,749.51,751.759
23419,749.544,751.792
23420,749.577,751.826
23421,749.61,751.859
23422,749.644,751.893
23423,749.676,751.925
23424,749.704,751.954
23425,749.723,751.972
23426,749.742,751.991
23427,749.762,752.011
23428,749.782,752.032
23429,749.796,752.046
23430,749.81,752.059
23431,749.812,752.061
23432,749.813,752.063
23433,749.815,752.064
23434,749.817,752.066
23435,749.818,752.068
23436,749.82,752.069
23437,749.822,752.071
23438,749.88,752.13
23439,749.882,752.131
23440,749.883,752.133
23441,749.885,752.135
23442,749.887,752.136
23443,749.89,752.139
23444,749.893,752.142
23445,749.896,752.145
23446,749.899,752.148
23447,749.902,752.151
23448,749.905,752.154
23449,749.908,752.157
23450,749.911,752.16
23451,749.915,752.165
23452,749.92,752.17
23453,749.925,752.174
23454,749.929,752.179
23455,749.934,752.184
23456,749.939,752.188
23457,749.942,752.191
23458,749.945,752.194
23459,749.948,752.197
23460,749.948,752.197
23461,749.951,752.2
23462,749.954,752.203
23463,749.957,752.207
23464,749.96,752.21
23465,749.963,752.213
23466,749.966,752.216
23467,749.969,752.219
23468,749.972,752.222
23469,749.975,752.225
23470,749.978,752.228
23471,749.981,752.231
23472,749.984,752.234
23473,749.985,752.235
23474,749.987,752.237
23475,749.989,752.239
23476,749.99,752.24
23477,749.992,752.242
23478,749.994,752.244
23479,749.995,752.245
23480,750.014,752.264
23481,750.014,752.264
23482,750.023,752.273
23483,750.04,752.29
23484,750.057,752.307
23485,750.073,752.324
23486,750.09,752.34
23487,750.095,752.346
23488,750.101,752.351
23489,750.106,752.356
23490,750.114,752.365
23491,750.119,752.37
23492,750.125,752.375
23493,750.138,752.389
23494,750.144,752.394
23495,750.138,752.388
23496,750.117,752.367
23497,750.134,752.384
23498,750.15,752.401
23499,750.167,752.418
23500,750.159,752.41
23501,750.151,752.402
23502,750.151,752.401
23503,750.149,752.399
23504,750.141,752.391
23505,750.133,752.383
23506,750.125,752.375
23507,750.123,752.373
23508,750.121,752.371
23509,750.119,752.37
23510,750.101,752.351
23511,750.099,752.349
23512,750.086,752.337
23513,750.067,752.318
23514,750.048,752.298
23515,749.884,752.134
23516,749.721,751.971
23517,749.697,751.946
23518,749.673,751.922
23519,749.649,751.898
23520,749.625,751.874
23521,749.602,751.851
23522,749.577,751.826
23523,749.545,751.793
23524,749.52,751.769
23525,749.508,751.756
23526,749.512,751.76
23527,749.494,751.742
23528,749.476,751.725
23529,749.459,751.707
23530,749.466,751.715
23531,749.41,751.658
23532,749.276,751.524
23533,749.26,751.508
23534,749.25,751.498
23535,749.241,751.488
23536,749.231,751.479
23537,749.216,751.463
23538,749.2,751.447
23539,749.185,751.433
23540,749.186,751.434
23541,749.058,751.305
23542,749.06,751.307
23543,749.062,751.309
23544,748.966,751.213
23545,749.015,751.262
23546,749.069,751.316
23547,748.933,751.18
23548,748.798,751.044
23549,748.662,750.908
23550,748.529,750.774
23551,748.395,750.64
23552,748.314,750.559
23553,748.232,750.477
23554,748.15,750.394
23555,748.067,750.311
23556,747.982,750.226
23557,747.883,750.126
23558,747.779,750.023
23559,747.676,749.919
23560,747.572,749.815
23561,747.53,749.773
23562,747.556,749.798
23563,747.464,749.707
23564,747.37,749.613
23565,747.276,749.518
23566,747.194,749.436
23567,747.111,749.353
23568,747.028,749.269
23569,746.947,749.187
23570,746.849,749.09
23571,746.813,749.053
23572,746.659,748.899
23573,746.505,748.745
23574,746.447,748.687
23575,746.392,748.631
23576,746.332,748.571
23577,746.334,748.573
23578,746.335,748.574
23579,746.336,748.575
23580,746.336,748.575
23581,746.333,748.572
23582,746.28,748.519
23583,746.225,748.464
23584,746.17,748.409
23585,746.115,748.354
23586,746.06,748.299
23587,745.96,748.198
23588,745.863,748.1
23589,745.765,748.002
23590,745.656,747.893
23591,745.601,747.838
23592,745.55,747.786
23593,745.498,747.734
23594,745.449,747.685
23595,745.4,747.636
23596,745.287,747.523
23597,745.173,747.408
23598,745.059,747.294
23599,744.995,747.23
23600,744.884,747.119
23601,744.841,747.076
23602,744.787,747.021
23603,744.732,746.966
23604,744.673,746.907
23605,744.613,746.847
23606,744.538,746.772
23607,744.463,746.696
23608,744.387,746.62
23609,744.274,746.507
23610,744.161,746.393
23611,744.038,746.27
23612,743.904,746.136
23613,743.774,746.005
23614,743.644,745.875
23615,743.506,745.736
23616,743.432,745.662
23617,743.333,745.563
23618,743.302,745.531
23619,743.272,745.502
23620,743.254,745.483
23621,743.206,745.436
23622,743.095,745.325
23623,742.941,745.169
23624,742.785,745.013
23625,742.617,744.845
23626,742.496,744.724
23627,742.378,744.605
23628,742.238,744.465
23629,742.046,744.272
23630,741.901,744.126
23631,741.755,743.98
23632,741.562,743.787
23633,741.37,743.594
23634,741.169,743.392
23635,740.965,743.188
23636,740.777,742.999
23637,740.588,742.81
23638,740.4,742.621
23639,740.25,742.47
23640,740.1,742.32
23641,739.959,742.178
23642,739.829,742.048
23643,739.699,741.918
23644,739.516,741.734
23645,739.482,741.701
23646,739.385,741.603
23647,739.316,741.534
23648,739.221,741.439
23649,739.12,741.338
23650,739.018,741.235
23651,738.883,741.1
23652,738.807,741.023
23653,738.753,740.969
23654,738.682,740.898
23655,738.623,740.838
23656,738.55,740.766
23657,738.478,740.693
23658,738.399,740.614
23659,738.347,740.562
23660,738.296,740.511
23661,738.245,740.46
23662,738.242,740.456
23663,738.238,740.453
23664,738.248,740.463
23665,738.258,740.473
23666,738.268,740.483
23667,738.279,740.494
23668,738.29,740.505
23669,738.301,740.515
23670,738.311,740.526
23671,738.322,740.537
23672,738.332,740.547
23673,738.342,740.557
23674,738.405,740.62
23675,738.325,740.54
23676,738.241,740.456
23677,738.198,740.412
23678,738.113,740.327
23679,738.031,740.245
23680,737.953,740.167
23681,737.874,740.088
23682,737.803,740.016
23683,737.751,739.965
23684,737.719,739.932
23685,737.637,739.849
23686,737.572,739.785
23687,737.495,739.707
23688,737.445,739.657
23689,737.367,739.579
23690,737.289,739.501
23691,737.195,739.406
23692,737.1,739.312
23693,737.006,739.217
23694,736.912,739.122
23695,736.818,739.028
23696,736.725,738.935
23697,736.63,738.84
23698,736.536,738.746
23699,736.409,738.618
23700,736.281,738.49
23701,736.154,738.362
23702,736.027,738.235
23703,735.9,738.108
23704,735.757,737.964
23705,735.615,737.821
23706,735.475,737.682
23707,735.338,737.544
23708,735.201,737.407
23709,735.016,737.221
23710,734.831,737.035
23711,734.654,736.858
23712,734.476,736.679
23713,734.298,736.501
23714,734.118,736.32
23715,733.988,736.19
23716,733.923,736.125
23717,733.871,736.073
23718,733.82,736.021
23719,733.729,735.93
23720,733.614,735.815
23721,733.604,735.805
23722,733.594,735.795
23723,733.584,735.785
23724,733.584,735.785
23725,733.583,735.784
23726,733.582,735.783
23727,733.582,735.783
23728,733.506,735.707
23729,733.539,735.74
23730,733.573,735.773
23731,733.606,735.807
23732,733.639,735.84
23733,733.673,735.874
23734,733.723,735.924
23735,733.773,735.974
23736,733.912,736.114
23737,734.05,736.252
23738,734.191,736.394
23739,734.381,736.584
23740,734.57,736.774
23741,734.763,736.967
23742,734.955,737.16
23743,735.148,737.353
23744,735.342,737.548
23745,735.537,737.743
23746,735.666,737.873
23747,735.795,738.003
23748,735.995,738.203
23749,736.236,738.445
23750,736.5,738.71
23751,736.72,738.93
23752,736.968,739.179
23753,737.217,739.428
23754,737.455,739.667
23755,737.623,739.836
23756,737.787,740.001
23757,737.901,740.115
23758,738.091,740.305
23759,738.186,740.4
23760,738.293,740.508
23761,738.401,740.616
23762,738.509,740.724
23763,738.603,740.819
23764,738.672,740.888
23765,738.736,740.952
23766,738.71,740.926
23767,738.636,740.852
23768,738.532,740.748
23769,738.428,740.644
23770,738.325,740.54
23771,738.219,740.433
23772,738.112,740.327
23773,738.006,740.22
23774,737.897,740.11
23775,737.787,740.001
23776,737.599,739.812
23777,737.49,739.702
23778,737.31,739.522
23779,737.129,739.34
23780,736.947,739.158
23781,736.704,738.914
23782,736.451,738.66
23783,736.198,738.407
23784,735.945,738.153
23785,735.769,737.976
23786,735.758,737.965
23787,735.745,737.952
23788,735.701,737.909
23789,735.757,737.964
23790,735.674,737.881
23791,735.666,737.873
23792,735.584,737.79
23793,735.589,737.796
23794,735.621,737.828
23795,735.632,737.839
23796,735.668,737.875
23797,735.755,737.962
23798,735.867,738.075
23799,735.979,738.187
23800,736.091,738.3
23801,736.203,738.412
23802,736.315,738.524
23803,736.428,738.637
23804,736.543,738.752
23805,736.658,738.868
23806,736.934,739.145
23807,737.027,739.238
23808,737.225,739.437
23809,737.396,739.608
23810,737.534,739.746
23811,737.692,739.905
23812,737.834,740.048
23813,737.981,740.195
23814,738.128,740.343
23815,738.271,740.486
23816,738.259,740.474
23817,738.3,740.515
23818,738.372,740.587
23819,738.364,740.579
23820,738.514,740.73
23821,738.589,740.805
23822,738.705,740.921
23823,738.747,740.963
23824,738.789,741.005
23825,738.856,741.072
23826,738.898,741.114
23827,738.94,741.157
23828,738.982,741.199
23829,739.021,741.238
23830,739.021,741.238
23831,739.024,741.241
23832,739.024,741.241
23833,738.975,741.192
23834,739.016,741.233
23835,739.058,741.275
23836,739.018,741.235
23837,739.081,741.299
23838,739.039,741.257
23839,739.025,741.242
23840,738.963,741.179
23841,739.012,741.229
23842,738.982,741.199
23843,738.948,741.165
23844,738.913,741.13
23845,738.879,741.096
23846,738.779,740.995
23847,738.826,741.043
23848,738.789,741.005
23849,738.814,741.03
23850,738.805,741.022
23851,738.739,740.955
23852,738.706,740.922
23853,738.672,740.888
23854,738.639,740.855
23855,738.606,740.822
23856,738.572,740.788
23857,738.539,740.755
23858,738.564,740.78
23859,738.592,740.807
23860,738.658,740.874
23861,738.744,740.96
23862,738.832,741.049
23863,738.982,741.199
23864,739.041,741.258
23865,739.099,741.316
23866,739.087,741.305
23867,739.183,741.401
23868,739.279,741.497
23869,739.376,741.594
23870,739.554,741.772
23871,739.618,741.836
23872,739.758,741.977
23873,739.898,742.118
23874,740.038,742.258
23875,740.176,742.397
23876,740.373,742.595
23877,740.422,742.644
23878,740.555,742.777
23879,740.626,742.848
23880,740.697,742.92
23881,740.827,743.049
23882,740.956,743.179
23883,741.085,743.308
23884,741.223,743.446
23885,741.352,743.576
23886,741.481,743.705
23887,741.631,743.855
23888,741.636,743.86
23889,741.707,743.932
23890,741.786,744.011
23891,741.842,744.067
23892,741.898,744.124
23893,741.936,744.162
23894,741.974,744.2
23895,742.012,744.238
23896,742.127,744.353
23897,742.084,744.31
23898,742.041,744.267
23899,741.997,744.223
23900,741.926,744.152
23901,741.855,744.08
23902,741.783,744.008
23903,741.712,743.937
23904,741.628,743.853
23905,741.544,743.769
23906,741.501,743.726
23907,741.458,743.683
23908,741.415,743.64
23909,741.372,743.596
23910,741.312,743.536
23911,741.208,743.432
23912,741.165,743.388
23913,741.122,743.345
23914,741.07,743.293
23915,741.026,743.25
23916,740.983,743.206
23917,740.918,743.141
23918,740.94,743.162
23919,740.895,743.117
23920,740.846,743.068
23921,740.797,743.019
23922,740.748,742.97
23923,740.705,742.927
23924,740.661,742.883
23925,740.622,742.844
23926,740.6,742.822
23927,740.629,742.851
23928,740.658,742.88
23929,740.708,742.931
23930,740.7,742.922
23931,740.776,742.998
23932,740.852,743.075
23933,740.929,743.152
23934,741.019,743.242
23935,741.108,743.332
23936,741.157,743.38
23937,741.162,743.386
23938,741.168,743.392
23939,741.173,743.397
23940,741.196,743.419
23941,741.262,743.486
23942,741.268,743.492
23943,741.273,743.497
23944,741.279,743.502
23945,741.282,743.505
23946,741.285,743.509
23947,741.288,743.512
23948,741.292,743.516
23949,741.295,743.519
23950,741.297,743.52
23951,741.298,743.522
23952,741.298,743.522
23953,741.243,743.467
23954,741.188,743.412
23955,741.129,743.353
23956,741.046,743.269
23957,740.962,743.185
23958,740.878,743.101
23959,740.772,742.995
23960,740.764,742.986
23961,740.654,742.876
23962,740.545,742.766
23963,740.42,742.641
23964,740.294,742.515
23965,740.167,742.387
23966,740.04,742.26
23967,739.989,742.209
23968,739.934,742.153
23969,739.883,742.103
23970,739.832,742.052
23971,739.83,742.049
23972,739.719,741.938
23973,739.608,741.827
23974,739.497,741.716
23975,739.384,741.602
23976,739.275,741.493
23977,739.169,741.386
23978,739.055,741.272
23979,738.995,741.212
23980,738.935,741.151
23981,738.875,741.091
23982,738.815,741.031
23983,738.812,741.028
23984,738.809,741.026
23985,738.753,740.969
23986,738.696,740.913
23987,738.64,740.856
23988,738.584,740.8
23989,738.478,740.693
23990,738.362,740.577
23991,738.262,740.477
23992,738.162,740.376
23993,738.122,740.336
23994,738.042,740.256
23995,737.959,740.173
23996,737.921,740.134
23997,737.838,740.051
23998,737.799,740.012
23999,737.728,739.941
24000,737.657,739.87
24001,737.538,739.75
24002,737.515,739.728
24003,737.493,739.705
24004,737.47,739.683
24005,737.421,739.634
24006,737.367,739.579
24007,737.311,739.523
24008,737.261,739.473
24009,737.158,739.369
24010,737.054,739.266
24011,736.95,739.161
24012,736.831,739.041
24013,736.713,738.923
24014,736.682,738.892
24015,736.627,738.837
24016,736.65,738.86
24017,736.596,738.806
24018,736.526,738.736
24019,736.51,738.72
24020,736.495,738.704
24021,736.462,738.671
24022,736.446,738.656
24023,736.385,738.594
24024,736.358,738.567
24025,736.335,738.544
24026,736.266,738.475
24027,736.2,738.408
24028,736.1,738.308
24029,736.022,738.23
24030,735.921,738.129
24031,735.809,738.017
24032,735.709,737.916
24033,735.609,737.816
24034,735.509,737.716
24035,735.441,737.648
24036,735.373,737.579
24037,735.306,737.512
24038,735.239,737.445
24039,735.139,737.345
24040,735.045,737.25
24041,734.951,737.156
24042,734.9,737.105
24043,734.822,737.026
24044,734.655,736.859
24045,734.566,736.77
24046,734.399,736.602
24047,734.309,736.512
24048,734.235,736.438
24049,734.152,736.355
24050,734.068,736.27
24051,734.001,736.203
24052,733.917,736.118
24053,733.802,736.003
24054,733.695,735.896
24055,733.585,735.786
24056,733.442,735.642
24057,733.309,735.509
24058,733.155,735.355
24059,732.989,735.188
24060,732.844,735.043
24061,732.711,734.909
24062,732.578,734.775
24063,732.444,734.642
24064,732.311,734.508
24065,732.178,734.374
24066,732.044,734.241
24067,731.911,734.107
24068,731.778,733.973
24069,731.704,733.899
24070,731.624,733.819
24071,731.545,733.739
24072,731.412,733.607
24073,731.307,733.501
24074,731.227,733.421
24075,731.122,733.316
24076,731.017,733.21
24077,730.937,733.13
24078,730.857,733.05
24079,730.758,732.95
24080,730.66,732.852
24081,730.588,732.78
24082,730.517,732.709
24083,730.475,732.666
24084,730.405,732.596
24085,730.372,732.563
24086,730.372,732.563
24087,730.372,732.563
24088,730.386,732.577
24089,730.386,732.577
24090,730.386,732.577
24091,730.386,732.577
24092,730.386,732.577
24093,730.386,732.577
24094,730.386,732.577
24095,730.386,732.577
24096,730.386,732.577
24097,730.386,732.577
24098,730.386,732.577
24099,730.36,732.551
24100,730.321,732.512
24101,730.283,732.474
24102,730.271,732.462
24103,730.258,732.449
24104,730.218,732.409
24105,730.203,732.394
24106,730.169,732.359
24107,730.109,732.299
24108,730.05,732.24
24109,730.015,732.205
24110,729.979,732.169
24111,729.917,732.107
24112,729.855,732.045
24113,729.794,731.983
24114,729.76,731.95
24115,729.686,731.875
24116,729.603,731.792
24117,729.526,731.715
24118,729.452,731.64
24119,729.411,731.599
24120,729.517,731.706
24121,729.623,731.812
24122,729.582,731.771
24123,729.544,731.733
24124,729.506,731.695
24125,729.469,731.658
24126,729.498,731.687
